Date,Team,Player,Transaction Details
"Oct 1, 2024",Calgary Flames,Clark Bishop,Recalled from AHL
"Oct 1, 2024",Calgary Flames,Ilya Solovyov,Placed on Waivers
"Oct 1, 2024",Buffalo Sabres,Colton Poolman,Placed on Waivers
"Oct 1, 2024",Buffalo Sabres,Mason Jobst,Placed on Waivers
"Oct 1, 2024",Buffalo Sabres,Brett Murray,Placed on Waivers
"Oct 1, 2024",Buffalo Sabres,Felix Sandstrom,Placed on Waivers
"Oct 1, 2024",Buffalo Sabres,Jack Rathbone,Placed on Waivers
"Oct 1, 2024",Buffalo Sabres,Josh Dunne,Placed on Waivers
"Oct 1, 2024",Buffalo Sabres,Scott Ratzlaff,Assigned to Junior Team
"Oct 1, 2024",Anaheim Ducks,Drew Helleson,Assigned to AHL
"Oct 1, 2024",Anaheim Ducks,Carson Meyer,Placed on Waivers
"Oct 1, 2024",Anaheim Ducks,Pavol Regenda,Assigned to AHL
"Sep 30, 2024",St. Louis Blues,Nikita Alexandrov,Signed 1 year @ $775K AAV starting in 2024-25
"Sep 30, 2024",Utah Hockey Club,Travis Barron,Placed on Waivers
"Sep 30, 2024",Utah Hockey Club,Montana Onyebuchi,Assigned to AHL
"Sep 30, 2024",Utah Hockey Club,Kevin Connauton,Placed on Waivers
"Sep 30, 2024",San Jose Sharks,Kasper Halttunen,Assigned to AHL
"Sep 30, 2024",San Jose Sharks,Jake Furlong,Assigned to AHL
"Sep 30, 2024",San Jose Sharks,Filip Bystedt,Assigned to AHL
"Sep 30, 2024",San Jose Sharks,Brandon Coe,Assigned to AHL
"Sep 30, 2024",San Jose Sharks,Georgi Romanov,Assigned to AHL
"Sep 30, 2024",San Jose Sharks,Tristen Robins,Assigned to AHL
"Sep 30, 2024",San Jose Sharks,Quentin Musty,Assigned to Junior Team
"Sep 30, 2024",San Jose Sharks,Justin Bailey,Placed on Waivers
"Sep 30, 2024",San Jose Sharks,Jimmy Schuldt,Placed on Waivers
"Sep 30, 2024",Minnesota Wild,Riley Heidt,Assigned to Junior Team
"Sep 30, 2024",Minnesota Wild,Brendan Gaunce,Placed on Waivers
"Sep 30, 2024",Minnesota Wild,Devin Shore,Placed on Waivers
"Sep 30, 2024",Minnesota Wild,Travis Boyd,Placed on Waivers
"Sep 29, 2024",Calgary Flames,Andrew Basha,Signed to an entry level contract.
"Sep 29, 2024",Vancouver Canucks,Vilmer Alriksson,Signed to an entry level contract.
"Sep 27, 2024",Washington Capitals,Eriks Mateiko,Signed to an entry level contract.
"Sep 27, 2024",Philadelphia Flyers,Spencer Gill,Signed to an entry level contract.
"Sep 24, 2024",Philadelphia Flyers,Eetu Makiniemi,Signed 1 year @ $775K AAV starting in 2024-25
"Sep 23, 2024",Winnipeg Jets,Cole Perfetti,Signed 2 years @ $3.250M AAV starting in 2024-25
"Sep 23, 2024",Colorado Avalanche,Logan O'Connor,Signed 6 years @ $2.500M AAV starting in 2025-26
"Sep 23, 2024",Nashville Predators,Hiroki Gojsic,Signed to an entry level contract.
"Sep 21, 2024",Vancouver Canucks,Kevin Lankinen,Signed 1 year @ $875K AAV starting in 2024-25
"Sep 20, 2024",Utah Hockey Club,Dylan Guenther,Signed 8 years @ $7.143M AAV starting in 2025-26
"Sep 20, 2024",New Jersey Devils,Dawson Mercer,Signed 3 years @ $4.000M AAV starting in 2024-25
"Sep 19, 2024",Detroit Red Wings,Moritz Seider,Signed 7 years @ $8.550M AAV starting in 2024-25
"Sep 18, 2024",Calgary Flames,Cole Schwindt,Signed 1 year @ $800K AAV starting in 2024-25
"Sep 18, 2024",Nashville Predators,Philip Tomasino,Signed 1 year @ $825K AAV starting in 2024-25
"Sep 18, 2024",Calgary Flames,Ilya Solovyov,Signed 2 years @ $775K AAV starting in 2024-25
"Sep 18, 2024",Los Angeles Kings,Arthur Kaliyev,Signed 1 year @ $825K AAV starting in 2024-25
"Sep 17, 2024",Dallas Stars,Esa Lindell,Signed 5 years @ $5.250M AAV starting in 2025-26
"Sep 17, 2024",Buffalo Sabres,Peyton Krebs,Signed 2 years @ $1.450M AAV starting in 2024-25
"Sep 17, 2024",Dallas Stars,Thomas Harley,Signed 2 years @ $4.000M AAV starting in 2024-25
"Sep 16, 2024",Detroit Red Wings,Jonatan Berggren,Signed 1 year @ $825K AAV starting in 2024-25
"Sep 16, 2024",Pittsburgh Penguins,Sidney Crosby,Signed 2 years @ $8.700M AAV starting in 2025-26
"Sep 16, 2024",Detroit Red Wings,Lucas Raymond,Signed 8 years @ $8.075M AAV starting in 2024-25
"Sep 15, 2024",Columbus Blue Jackets,James van Riemsdyk,Signed 1 year @ $900K AAV starting in 2024-25
"Sep 13, 2024",Calgary Flames,Jakob Pelletier,Signed 1 year @ $800K AAV starting in 2024-25
"Sep 12, 2024",Calgary Flames,Adam Klapka,Signed 1 year @ $775K AAV starting in 2024-25
"Sep 11, 2024",Toronto Maple Leafs,Jani Hakanpää,Signed 1 year @ $1.470M AAV starting in 2024-25
"Sep 10, 2024",Calgary Flames,Jarred Tinordi,Signed 1 year @ $800K AAV starting in 2024-25
"Sep 10, 2024",Toronto Maple Leafs,Nicholas Robertson,Signed 1 year @ $875K AAV starting in 2024-25
"Sep 10, 2024",Seattle Kraken,Adam Larsson,Signed 4 years @ $5.250M AAV starting in 2025-26
"Sep 9, 2024",Nashville Predators,Marc Del Gaizo,Signed 1 year @ $775K AAV starting in 2024-25
"Sep 9, 2024",Nashville Predators,Juuso Parssinen,Signed 1 year @ $775K AAV starting in 2024-25
"Sep 5, 2024",Anaheim Ducks,Oscar Dansk,Signed 1 year @ $775K AAV starting in 2024-25
"Sep 1, 2024",Edmonton Oilers,Leon Draisaitl,Signed 8 years @ $14.000M AAV starting in 2025-26
"Aug 31, 2024",Utah Hockey Club,Robert Bortuzzo,Signed 1 year @ $775K AAV starting in 2024-25
"Aug 31, 2024",Carolina Hurricanes,Seth Jarvis,Signed 8 years @ $7.900M AAV starting in 2024-25
"Aug 30, 2024",Toronto Maple Leafs,Marshall Rifai,Signed 2 years @ $775K AAV starting in 2025-26
"Aug 29, 2024",Ottawa Senators,Nick Cousins,Signed 1 year @ $800K AAV starting in 2024-25
"Aug 25, 2024",Los Angeles Kings,Erik Portillo,Signed 3 years @ $783K AAV starting in 2024-25
"Aug 24, 2024",Buffalo Sabres,Ukko-Pekka Luukkonen,Signed 5 years @ $4.750M AAV starting in 2024-25
"Aug 23, 2024",San Jose Sharks,Yaroslav Askarov,Signed 2 years @ $2.000M AAV starting in 2025-26
"Aug 23, 2024",Buffalo Sabres,Beck Malenstyn,Signed 2 years @ $1.350M AAV starting in 2024-25
"Aug 23, 2024",St. Louis Blues,Quinton Burns,Signed to an entry level contract.
"Aug 22, 2024",Pittsburgh Penguins,Rutger McGroarty,Signed to an entry level contract.
"Aug 21, 2024",Columbus Blue Jackets,Cole Sillinger,Signed 2 years @ $2.250M AAV starting in 2024-25
"Aug 21, 2024",Toronto Maple Leafs,Alex Steeves,Signed 1 year @ $775K AAV starting in 2024-25
"Aug 20, 2024",Seattle Kraken,Matty Beniers,Signed 7 years @ $7.143M AAV starting in 2024-25
"Aug 19, 2024",Los Angeles Kings,Liam Greentree,Signed to an entry level contract.
"Aug 19, 2024",Detroit Red Wings,Joe Veleno,Signed 2 years @ $2.275M AAV starting in 2024-25
"Aug 15, 2024",Anaheim Ducks,Jackson LaCombe,Signed 2 years @ $925K AAV starting in 2024-25
"Aug 13, 2024",St. Louis Blues,Dylan Holloway,Signed 2 years @ $2.290M AAV starting in 2024-25
"Aug 13, 2024",St. Louis Blues,Philip Broberg,Signed 1 year @ $4.581M AAV starting in 2024-25
"Aug 13, 2024",Dallas Stars,Magnus Hellberg,Signed 1 year @ $775K AAV starting in 2024-25
"Aug 12, 2024",Calgary Flames,Yan Kuznetsov,Signed 1 year @ $775K AAV starting in 2024-25
"Aug 12, 2024",New Jersey Devils,Nolan Foote,Signed 1 year @ $825K AAV starting in 2024-25
"Aug 9, 2024",Colorado Avalanche,Matthew Phillips,Signed 1 year @ $775K AAV starting in 2024-25
"Aug 6, 2024",Ottawa Senators,Carter Yakemchuk,Signed to an entry level contract.
"Aug 5, 2024",Chicago Blackhawks,Marek Vanacker,Signed to an entry level contract.
"Aug 5, 2024",Colorado Avalanche,Oliver Kylington,Signed 1 year @ $1.050M AAV starting in 2024-25
"Aug 4, 2024",San Jose Sharks,Carl Grundstrom,Signed 2 years @ $1.800M AAV starting in 2024-25
"Aug 2, 2024",Toronto Maple Leafs,Ben Danford,Signed to an entry level contract.
"Aug 1, 2024",Los Angeles Kings,Jordan Spence,Signed 2 years @ $1.500M AAV starting in 2024-25
"Aug 1, 2024",Nashville Predators,Juuse Saros,Signed 8 years @ $7.740M AAV starting in 2025-26
"Aug 1, 2024",San Jose Sharks,Igor Chernyshov,Signed to an entry level contract.
"Jul 31, 2024",Montreal Canadiens,Kaiden Guhle,Signed 6 years @ $5.550M AAV starting in 2025-26
"Jul 30, 2024",Montreal Canadiens,Justin Barron,Signed 2 years @ $1.150M AAV starting in 2024-25
"Jul 30, 2024",Pittsburgh Penguins,Sergei Murashov,Signed to an entry level contract.
"Jul 30, 2024",New Jersey Devils,Nico Daws,Signed 2 years @ $812K AAV starting in 2024-25
"Jul 30, 2024",New York Rangers,Ryan Lindgren,Signed 1 year @ $4.500M AAV starting in 2024-25
"Jul 30, 2024",Montreal Canadiens,Arber Xhekaj,Signed 1 year @ $1.300M AAV starting in 2024-25
"Jul 29, 2024",Chicago Blackhawks,Louis Crevier,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 29, 2024",Chicago Blackhawks,Isaak Phillips,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 29, 2024",Minnesota Wild,Brock Faber,Signed 8 years @ $8.500M AAV starting in 2025-26
"Jul 29, 2024",Carolina Hurricanes,Martin Necas,Signed 2 years @ $6.500M AAV starting in 2024-25
"Jul 28, 2024",Columbus Blue Jackets,Kirill Marchenko,Signed 3 years @ $3.850M AAV starting in 2024-25
"Jul 27, 2024",Columbus Blue Jackets,Kent Johnson,Signed 3 years @ $1.800M AAV starting in 2024-25
"Jul 26, 2024",Winnipeg Jets,Simon Lundmark,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 25, 2024",San Jose Sharks,Thomas Bordeleau,Signed 1 year @ $874K AAV starting in 2024-25
"Jul 25, 2024",Los Angeles Kings,Carter George,Signed to an entry level contract.
"Jul 25, 2024",Philadelphia Flyers,Travis Konecny,Signed 8 years @ $8.750M AAV starting in 2025-26
"Jul 25, 2024",New York Islanders,Oliver Wahlstrom,Signed 1 year @ $1.000M AAV starting in 2024-25
"Jul 25, 2024",Pittsburgh Penguins,Brayden Yager,Signed to an entry level contract.
"Jul 24, 2024",San Jose Sharks,Henry Thrun,Signed 2 years @ $1.000M AAV starting in 2024-25
"Jul 24, 2024",Los Angeles Kings,Samuel Fagemo,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 24, 2024",Nashville Predators,Spencer Stastney,Signed 2 years @ $825K AAV starting in 2024-25
"Jul 24, 2024",New York Islanders,Dennis Cholowski,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 23, 2024",Minnesota Wild,Graeme Clarke,Signed 1 year @ $800K AAV starting in 2024-25
"Jul 23, 2024",Toronto Maple Leafs,Connor Dewar,Signed 1 year @ $1.180M AAV starting in 2024-25
"Jul 22, 2024",Utah Hockey Club,Cole Beaudoin,Signed to an entry level contract.
"Jul 22, 2024",New Jersey Devils,Santeri Hatakka,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 20, 2024",Vancouver Canucks,Daniel Sprong,Signed 1 year @ $975K AAV starting in 2024-25
"Jul 19, 2024",New Jersey Devils,Cam Squires,Signed to an entry level contract.
"Jul 18, 2024",Nashville Predators,Adam Wilsby,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 17, 2024",Carolina Hurricanes,Jack Drury,Signed 2 years @ $1.725M AAV starting in 2024-25
"Jul 17, 2024",Boston Bruins,Marc McLaughlin,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 16, 2024",Chicago Blackhawks,Jason Dickinson,Signed 2 years @ $4.250M AAV starting in 2024-25
"Jul 16, 2024",New York Islanders,Simon Holmstrom,Signed 1 year @ $850K AAV starting in 2024-25
"Jul 16, 2024",Vancouver Canucks,Arturs Silovs,Signed 2 years @ $850K AAV starting in 2024-25
"Jul 15, 2024",New York Rangers,Matthew Robertson,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 15, 2024",Anaheim Ducks,Nikita Nesterenko,Signed 1 year @ $874K AAV starting in 2024-25
"Jul 15, 2024",Colorado Avalanche,Kevin Mandolese,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 15, 2024",Dallas Stars,Emil Hemming,Signed to an entry level contract.
"Jul 15, 2024",San Jose Sharks,Brandon Coe,Signed 1 year @ $813K AAV starting in 2024-25
"Jul 15, 2024",New Jersey Devils,Adam Beckman,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 15, 2024",New York Islanders,Jesse Pulkkinen,Signed to an entry level contract.
"Jul 15, 2024",Ottawa Senators,Mads Sogaard,Signed 2 years @ $775K AAV starting in 2024-25
"Jul 15, 2024",Los Angeles Kings,Quinton Byfield,Signed 5 years @ $6.250M AAV starting in 2024-25
"Jul 15, 2024",Winnipeg Jets,Ville Heinola,Signed 2 years @ $800K AAV starting in 2024-25
"Jul 14, 2024",Carolina Hurricanes,Joakim Ryan,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 14, 2024",Carolina Hurricanes,Dominik Badinka,Signed to an entry level contract.
"Jul 14, 2024",Seattle Kraken,Kim Saarinen,Signed to an entry level contract.
"Jul 13, 2024",New York Rangers,Braden Schneider,Signed 2 years @ $2.200M AAV starting in 2024-25
"Jul 13, 2024",New York Rangers,Kaapo Kakko,Signed 1 year @ $2.400M AAV starting in 2024-25
"Jul 12, 2024",Columbus Blue Jackets,Jet Greaves,Signed 2 years @ $812K AAV starting in 2024-25
"Jul 12, 2024",Boston Bruins,Alec Regula,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 12, 2024",New York Rangers,Chad Ruhwedel,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 12, 2024",Boston Bruins,Michael Callahan,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 11, 2024",Tampa Bay Lightning,J.J. Moser,Signed 2 years @ $3.375M AAV starting in 2024-25
"Jul 11, 2024",Detroit Red Wings,Michael Brandsegg-Nygård,Signed to an entry level contract.
"Jul 11, 2024",Utah Hockey Club,Tij Iginla,Signed to an entry level contract.
"Jul 11, 2024",San Jose Sharks,Ty Emberson,Signed 1 year @ $950K AAV starting in 2024-25
"Jul 11, 2024",Minnesota Wild,Sammy Walker,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 10, 2024",San Jose Sharks,Sam Dickinson,Signed to an entry level contract.
"Jul 10, 2024",Pittsburgh Penguins,Tanner Howe,Signed to an entry level contract.
"Jul 10, 2024",New York Islanders,Liam Foudy,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 10, 2024",St. Louis Blues,Ryan Suter,Signed 1 year @ $3.000M AAV starting in 2024-25
"Jul 10, 2024",New York Islanders,Tyce Thompson,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 10, 2024",New York Islanders,Jesse Nurmi,Signed to an entry level contract.
"Jul 10, 2024",Columbus Blue Jackets,Jake Christiansen,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 10, 2024",Winnipeg Jets,Dylan Coghlan,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 10, 2024",Washington Capitals,Leon Muggli,Signed to an entry level contract.
"Jul 9, 2024",Minnesota Wild,Adam Raska,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 9, 2024",Utah Hockey Club,Egor Sokolov,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 9, 2024",Florida Panthers,Adam Boqvist,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 9, 2024",Minnesota Wild,Declan Chisholm,Signed 1 year @ $1.000M AAV starting in 2024-25
"Jul 9, 2024",Utah Hockey Club,Artem Duda,Signed to an entry level contract.
"Jul 8, 2024",Edmonton Oilers,Raphael Lavoie,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 8, 2024",Utah Hockey Club,Barrett Hayton,Signed 2 years @ $2.650M AAV starting in 2024-25
"Jul 8, 2024",Colorado Avalanche,Calum Ritchie,Signed to an entry level contract.
"Jul 8, 2024",Buffalo Sabres,Konsta Helenius,Signed to an entry level contract.
"Jul 7, 2024",Columbus Blue Jackets,Zach Sawchenko,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 7, 2024",Carolina Hurricanes,Josiah Slavin,Signed 2 years @ $775K AAV starting in 2024-25
"Jul 7, 2024",Utah Hockey Club,Curtis Douglas,Signed 2 years @ $775K AAV starting in 2024-25
"Jul 7, 2024",Philadelphia Flyers,Egor Zamula,Signed 2 years @ $1.700M AAV starting in 2024-25
"Jul 6, 2024",Winnipeg Jets,Logan Stanley,Signed 2 years @ $1.250M AAV starting in 2024-25
"Jul 6, 2024",Philadelphia Flyers,Jett Luchanko,Signed to an entry level contract.
"Jul 6, 2024",Chicago Blackhawks,Artyom Levshunov,Signed to an entry level contract.
"Jul 6, 2024",Winnipeg Jets,David Gustafsson,Signed 2 years @ $835K AAV starting in 2024-25
"Jul 6, 2024",San Jose Sharks,Macklin Celebrini,Signed to an entry level contract.
"Jul 6, 2024",Washington Capitals,Cam Allen,Signed to an entry level contract.
"Jul 6, 2024",Washington Capitals,Ilya Protas,Signed to an entry level contract.
"Jul 5, 2024",Calgary Flames,Zayne Parekh,Signed to an entry level contract.
"Jul 5, 2024",Pittsburgh Penguins,Corey Andonovski,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 5, 2024",Washington Capitals,Terik Parascak,Signed to an entry level contract.
"Jul 5, 2024",Colorado Avalanche,Jason Polin,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 5, 2024",Los Angeles Kings,Caleb Jones,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 5, 2024",Utah Hockey Club,Jaxson Stauber,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 5, 2024",Anaheim Ducks,Beckett Sennecke,Signed to an entry level contract.
"Jul 5, 2024",Ottawa Senators,Jan Jenik,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 5, 2024",Calgary Flames,Etienne Morin,Signed to an entry level contract.
"Jul 5, 2024",Seattle Kraken,Berkly Catton,Signed to an entry level contract.
"Jul 5, 2024",Florida Panthers,Jaycob Megna,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 5, 2024",Seattle Kraken,Eeli Tolvanen,Signed 2 years @ $3.475M AAV starting in 2024-25
"Jul 5, 2024",Calgary Flames,Matvei Gridin,Signed to an entry level contract.
"Jul 5, 2024",Anaheim Ducks,Stian Solberg,Signed to an entry level contract.
"Jul 5, 2024",Buffalo Sabres,Henri Jokiharju,Signed 1 year @ $3.100M AAV starting in 2024-25
"Jul 5, 2024",Anaheim Ducks,Pavol Regenda,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 4, 2024",San Jose Sharks,Ty Dellandrea,Signed 2 years @ $1.300M AAV starting in 2024-25
"Jul 4, 2024",Carolina Hurricanes,Jack Roslovic,Signed 1 year @ $2.800M AAV starting in 2024-25
"Jul 4, 2024",Montreal Canadiens,Connor Hughes,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 4, 2024",Detroit Red Wings,Tory Dello,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 4, 2024",Washington Capitals,Alex Limoges,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 3, 2024",Detroit Red Wings,Vladimir Tarasenko,Signed 2 years @ $4.750M AAV starting in 2024-25
"Jul 3, 2024",San Jose Sharks,Andrew Poturalski,Signed 2 years @ $800K AAV starting in 2024-25
"Jul 3, 2024",Calgary Flames,Justin Kirkland,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 3, 2024",Vegas Golden Knights,Akira Schmid,Signed 2 years @ $875K AAV starting in 2024-25
"Jul 3, 2024",Utah Hockey Club,Milos Kelemen,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 3, 2024",Winnipeg Jets,Haydn Fleury,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 3, 2024",Winnipeg Jets,Mason Shaw,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 3, 2024",Anaheim Ducks,Carson Meyer,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 3, 2024",Washington Capitals,Hardy Haman Aktell,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 3, 2024",Philadelphia Flyers,Bobby Brink,Signed 2 years @ $1.500M AAV starting in 2024-25
"Jul 3, 2024",Nashville Predators,Kieffer Bellows,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 3, 2024",Washington Capitals,Riley Sutter,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 3, 2024",Ottawa Senators,Matthew Andonovski,Signed to an entry level contract.
"Jul 3, 2024",Carolina Hurricanes,Riley Stillman,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 3, 2024",Florida Panthers,Anton Lundell,Signed 6 years @ $5.000M AAV starting in 2024-25
"Jul 3, 2024",Seattle Kraken,Joshua Mahura,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",St. Louis Blues,Pavel Buchnevich,Signed 6 years @ $8.000M AAV starting in 2025-26
"Jul 2, 2024",Buffalo Sabres,Colton Poolman,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Anaheim Ducks,Jansen Harkins,Signed 2 years @ $787K AAV starting in 2024-25
"Jul 2, 2024",Columbus Blue Jackets,Jack Johnson,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Vegas Golden Knights,Robert Hagg,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",St. Louis Blues,Adam Jiricek,Signed to an entry level contract.
"Jul 2, 2024",Tampa Bay Lightning,Emil Lilleberg,Signed 2 years @ $800K AAV starting in 2025-26
"Jul 2, 2024",Columbus Blue Jackets,Dylan Gambrell,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Washington Capitals,Spencer Smallman,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",New York Islanders,Marc Gatcomb,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Dallas Stars,Colin Blackwell,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Detroit Red Wings,Tyler Motte,Signed 1 year @ $800K AAV starting in 2024-25
"Jul 2, 2024",Toronto Maple Leafs,Cedric Pare,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Vegas Golden Knights,Callahan Burke,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Toronto Maple Leafs,Dakota Mermis,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Florida Panthers,MacKenzie Entwistle,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",New Jersey Devils,Tomas Tatar,Signed 1 year @ $1.800M AAV starting in 2024-25
"Jul 2, 2024",Pittsburgh Penguins,Sebastian Aho,Signed 2 years @ $775K AAV starting in 2024-25
"Jul 2, 2024",New York Rangers,Bo Groulx,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Colorado Avalanche,Erik Brannstrom,Signed 1 year @ $900K AAV starting in 2024-25
"Jul 2, 2024",Ottawa Senators,Shane Pinto,Signed 2 years @ $3.750M AAV starting in 2024-25
"Jul 2, 2024",Vegas Golden Knights,Victor Olofsson,Signed 1 year @ $1.075M AAV starting in 2024-25
"Jul 2, 2024",St. Louis Blues,P.O Joseph,Signed 1 year @ $950K AAV starting in 2024-25
"Jul 2, 2024",Calgary Flames,Jonathan Aspirot,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Colorado Avalanche,Chase Bradley,Signed to an entry level contract.
"Jul 2, 2024",Tampa Bay Lightning,Cam Atkinson,Signed 1 year @ $900K AAV starting in 2024-25
"Jul 2, 2024",New York Rangers,Casey Fitzgerald,Signed 2 years @ $775K AAV starting in 2024-25
"Jul 2, 2024",St. Louis Blues,Corey Schueneman,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Utah Hockey Club,Andrew Agozzino,Signed 2 years @ $775K AAV starting in 2024-25
"Jul 2, 2024",Washington Capitals,Luke Philp,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Ottawa Senators,Hayden Hodgson,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Colorado Avalanche,Wyatt Aamodt,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Buffalo Sabres,James Reimer,Signed 1 year @ $1.000M AAV starting in 2024-25
"Jul 2, 2024",Winnipeg Jets,Jaret Anderson-Dolan,Signed 2 years @ $775K AAV starting in 2024-25
"Jul 2, 2024",Tampa Bay Lightning,Victor Hedman,Signed 4 years @ $8.000M AAV starting in 2025-26
"Jul 2, 2024",Florida Panthers,Nate Schmidt,Signed 1 year @ $800K AAV starting in 2024-25
"Jul 2, 2024",Ottawa Senators,Filip Roos,Signed 1 year @ $775K AAV starting in 2024-25
"Jul 2, 2024",Philadelphia Flyers,Anthony Richard,Signed 2 years @ $775K AAV starting in 2024-25
"Jul 2, 2024",Ottawa Senators,Adam Gaudette,Signed 1 year @ $775K AAV starting in 2024-25
